Destination,Month,RoomType,Stars,PricePerNight
"Barcelona",6,"Standard",0,826
"Barcelona",6,"Standard",0,1235
"Barcelona",6,"Standard",0,1115
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,1103
"Barcelona",6,"Standard",0,1085
"Barcelona",6,"Standard",0,936
"Barcelona",6,"Standard",0,200
"Barcelona",6,"Standard",0,1315
"Barcelona",6,"Standard",0,83
"Barcelona",6,"Standard",0,874
"Barcelona",6,"Standard",0,5
"Barcelona",6,"Standard",0,1230
"Barcelona",6,"Standard",0,970
"Barcelona",6,"Standard",0,1117
"Barcelona",6,"Standard",0,1019
"Barcelona",6,"Standard",0,1114
"Barcelona",6,"Standard",0,1244
"Barcelona",6,"Standard",0,1150
"Barcelona",6,"Standard",0,1289
"Barcelona",6,"Standard",0,1130
"Barcelona",6,"Standard",0,11128
"Barcelona",6,"Standard",0,1199
"Barcelona",6,"Standard",0,894
"Barcelona",6,"Standard",0,954
"Barcelona",6,"Standard",0,7503
"Barcelona",6,"Standard",0,1403
"Barcelona",6,"Standard",0,1141
"Barcelona",6,"Standard",0,20
"Barcelona",6,"Standard",0,1281
"Barcelona",6,"Standard",0,1284
"Barcelona",6,"Standard",0,1194
"Barcelona",6,"Standard",0,965
"Barcelona",6,"Standard",0,690
"Barcelona",6,"Standard",0,1010
"Barcelona",6,"Standard",0,1609
"Barcelona",6,"Standard",0,962
"Barcelona",6,"Standard",0,856
"Barcelona",6,"Standard",0,1112
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,1106
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,1110
"Barcelona",6,"Standard",0,1254
"Barcelona",6,"Standard",0,1679
"Barcelona",6,"Standard",0,1324
"Barcelona",6,"Standard",0,801
"Barcelona",6,"Standard",0,794
"Barcelona",6,"Standard",0,1198
"Barcelona",6,"Standard",0,1198
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,940
"Barcelona",6,"Standard",0,1320
"Barcelona",6,"Standard",0,1391
"Barcelona",6,"Standard",0,1419
"Barcelona",6,"Standard",0,1106
"Barcelona",6,"Standard",0,1178
"Barcelona",6,"Standard",0,991
"Barcelona",6,"Standard",0,1799
"Barcelona",6,"Standard",0,1170
"Barcelona",6,"Standard",0,1799
"Barcelona",6,"Standard",0,1106
"Barcelona",6,"Standard",0,8
"Barcelona",6,"Standard",0,1866
"Barcelona",6,"Standard",0,1580
"Barcelona",6,"Standard",0,1639
"Barcelona",6,"Standard",0,1320
"Barcelona",6,"Standard",0,1296
"Barcelona",6,"Standard",0,400
"Barcelona",6,"Standard",0,1166
"Barcelona",6,"Standard",0,336
"Barcelona",6,"Standard",0,21
"Barcelona",6,"Standard",0,1247
"Barcelona",6,"Standard",0,25
"Barcelona",6,"Standard",0,1020
"Barcelona",6,"Standard",0,1719
"Barcelona",6,"Standard",0,1264
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1160
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1140
"Barcelona",6,"Standard",0,1200
"Barcelona",6,"Standard",0,1405
"Barcelona",6,"Standard",0,1552
"Barcelona",6,"Standard",0,870
"Barcelona",6,"Standard",0,591
"Barcelona",6,"Standard",0,1133
"Barcelona",6,"Standard",0,1371
"Barcelona",6,"Standard",0,1200
"Barcelona",6,"Standard",0,5
"Barcelona",6,"Standard",0,1310
"Barcelona",6,"Standard",0,1635
"Barcelona",6,"Standard",0,971
"Barcelona",6,"Standard",0,1034
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1429
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,709
"Barcelona",6,"Standard",0,518
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,1226
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,620
"Barcelona",6,"Standard",0,1164
"Barcelona",6,"Standard",0,1325
"Barcelona",6,"Standard",0,4
"Barcelona",6,"Standard",0,1176
"Barcelona",6,"Standard",0,1230
"Barcelona",6,"Standard",0,1398
"Barcelona",6,"Standard",0,1450
"Barcelona",6,"Standard",0,24
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,1819
"Barcelona",6,"Standard",0,1310
"Barcelona",6,"Standard",0,912
"Barcelona",6,"Standard",0,1729
"Barcelona",6,"Standard",0,1451
"Barcelona",6,"Standard",0,854
"Barcelona",6,"Standard",0,1406
"Barcelona",6,"Standard",0,965
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,1060
"Barcelona",6,"Standard",0,1155
"Barcelona",6,"Standard",0,20
"Barcelona",6,"Standard",0,1184
"Barcelona",6,"Standard",0,24
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,1210
"Barcelona",6,"Standard",0,1737
"Barcelona",6,"Standard",0,2019
"Barcelona",6,"Standard",0,1164
"Barcelona",6,"Standard",0,11
"Barcelona",6,"Standard",0,890
"Barcelona",6,"Standard",0,2010
"Barcelona",6,"Standard",0,1013
"Barcelona",6,"Standard",0,16
"Barcelona",6,"Standard",0,1769
"Barcelona",6,"Standard",0,1251
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1516
"Barcelona",6,"Standard",0,2289
"Barcelona",6,"Standard",0,1382
"Barcelona",6,"Standard",0,16
"Barcelona",6,"Standard",0,1979
"Barcelona",6,"Standard",0,1992
"Barcelona",6,"Standard",0,1514
"Barcelona",6,"Standard",0,2909
"Barcelona",6,"Standard",0,1684
"Barcelona",6,"Standard",0,1200
"Barcelona",6,"Standard",0,1141
"Barcelona",6,"Standard",0,1664
"Barcelona",6,"Standard",0,700
"Barcelona",6,"Standard",0,1511
"Barcelona",6,"Standard",0,1380
"Barcelona",6,"Standard",0,8.7
"Barcelona",6,"Standard",0,1461
"Barcelona",6,"Standard",0,1795
"Barcelona",6,"Standard",0,1336
"Barcelona",6,"Standard",0,18
"Barcelona",6,"Standard",0,1540
"Barcelona",6,"Standard",0,400
"Barcelona",6,"Standard",0,1354
"Barcelona",6,"Standard",0,2140
"Barcelona",6,"Standard",0,1166
"Barcelona",6,"Standard",0,1878
"Barcelona",6,"Standard",0,1650
"Barcelona",6,"Standard",0,5
"Barcelona",6,"Standard",0,956
"Barcelona",6,"Standard",0,1560
"Barcelona",6,"Standard",0,1435
"Barcelona",6,"Standard",0,961
"Barcelona",6,"Standard",0,2362
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,2121
"Barcelona",6,"Standard",0,16
"Barcelona",6,"Standard",0,1460
"Barcelona",6,"Standard",0,2503
"Barcelona",6,"Standard",0,2253
"Barcelona",6,"Standard",0,1824
"Barcelona",6,"Standard",0,1080
"Barcelona",6,"Standard",0,2526
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1449
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,1654
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,1092
"Barcelona",6,"Standard",0,300
"Barcelona",6,"Standard",0,1362
"Barcelona",6,"Standard",0,1555
"Barcelona",6,"Standard",0,5.75
"Barcelona",6,"Standard",0,500
"Barcelona",6,"Standard",0,3228
"Barcelona",6,"Standard",0,1824
"Barcelona",6,"Standard",0,1813
"Barcelona",6,"Standard",0,984
"Barcelona",6,"Standard",0,1454
"Barcelona",6,"Standard",0,2253
"Barcelona",6,"Standard",0,2282
"Barcelona",6,"Standard",0,2189
"Barcelona",6,"Standard",0,1193
"Barcelona",6,"Standard",0,2131
"Barcelona",6,"Standard",0,2021
"Barcelona",6,"Standard",0,1834
"Barcelona",6,"Standard",0,1663
"Barcelona",6,"Standard",0,2176
"Barcelona",6,"Standard",0,400
"Barcelona",6,"Standard",0,1813
"Barcelona",6,"Standard",0,3195
"Barcelona",6,"Standard",0,2366
"Barcelona",6,"Standard",0,2109
"Barcelona",6,"Standard",0,1919
"Barcelona",6,"Standard",0,0.8
"Barcelona",6,"Standard",0,1275
"Barcelona",6,"Standard",0,1319
"Barcelona",6,"Standard",0,1205
"Barcelona",6,"Standard",0,971
"Barcelona",6,"Standard",0,1444
"Barcelona",6,"Standard",0,1097
"Barcelona",6,"Standard",0,629
"Barcelona",6,"Standard",0,864
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,1921
"Barcelona",6,"Standard",0,1056
"Barcelona",6,"Standard",0,1340
"Barcelona",6,"Standard",0,986
"Barcelona",6,"Standard",0,1307
"Barcelona",6,"Standard",0,2416
"Barcelona",6,"Standard",0,1603
"Barcelona",6,"Standard",0,1033
"Barcelona",6,"Standard",0,1128
"Barcelona",6,"Standard",0,1884
"Barcelona",6,"Standard",0,1824
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,2226
"Barcelona",6,"Standard",0,6
"Barcelona",6,"Standard",0,860
"Barcelona",6,"Standard",0,619
"Barcelona",6,"Standard",0,1882
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,1541
"Barcelona",6,"Standard",0,1722
"Barcelona",6,"Standard",0,3783
"Barcelona",6,"Standard",0,25
"Barcelona",6,"Standard",0,1741
"Barcelona",6,"Standard",0,1117
"Barcelona",6,"Standard",0,2403
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,1175
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,1120
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,2375
"Barcelona",6,"Standard",0,2192
"Barcelona",6,"Standard",0,2330
"Barcelona",6,"Standard",0,1196
"Barcelona",6,"Standard",0,1970
"Barcelona",6,"Standard",0,121
"Barcelona",6,"Standard",0,1242
"Barcelona",6,"Standard",0,1343
"Barcelona",6,"Standard",0,1423
"Barcelona",6,"Standard",0,1090
"Barcelona",6,"Standard",0,3366
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,868
"Barcelona",6,"Standard",0,2610
"Barcelona",6,"Standard",0,2593
"Barcelona",6,"Standard",0,2
"Barcelona",6,"Standard",0,3323
"Barcelona",6,"Standard",0,20
"Barcelona",6,"Standard",0,2357
"Barcelona",6,"Standard",0,3447
"Barcelona",6,"Standard",0,42
"Barcelona",6,"Standard",0,511
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,3004
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,3240
"Barcelona",6,"Standard",0,2346
"Barcelona",6,"Standard",0,1140
"Barcelona",6,"Standard",0,24
"Barcelona",6,"Standard",0,17
"Barcelona",6,"Standard",0,995
"Barcelona",6,"Standard",0,9
"Barcelona",6,"Standard",0,4241
"Barcelona",6,"Standard",0,1097
"Barcelona",6,"Standard",0,3935
"Barcelona",6,"Standard",0,1041
"Barcelona",6,"Standard",0,1220
"Barcelona",6,"Standard",0,3366
"Barcelona",6,"Standard",0,500
"Barcelona",6,"Standard",0,2475
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1162
"Barcelona",6,"Standard",0,1169
"Barcelona",6,"Standard",0,950
"Barcelona",6,"Standard",0,996
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,1169
"Barcelona",6,"Standard",0,5
"Barcelona",6,"Standard",0,1209
"Barcelona",6,"Standard",0,3319
"Barcelona",6,"Standard",0,1391
"Barcelona",6,"Standard",0,1085
"Barcelona",6,"Standard",0,1265
"Barcelona",6,"Standard",0,1817
"Barcelona",6,"Standard",0,1112
"Barcelona",6,"Standard",0,933
"Barcelona",6,"Standard",0,1245
"Barcelona",6,"Standard",0,1432
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1289
"Barcelona",6,"Standard",0,957
"Barcelona",6,"Standard",0,5.85
"Barcelona",6,"Standard",0,1044
"Barcelona",6,"Standard",0,1225
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,1223
"Barcelona",6,"Standard",0,1076
"Barcelona",6,"Standard",0,902
"Barcelona",6,"Standard",0,20
"Barcelona",6,"Standard",0,1124
"Barcelona",6,"Standard",0,1035
"Barcelona",6,"Standard",0,5.5
"Barcelona",6,"Standard",0,1427
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,775
"Barcelona",6,"Standard",0,1493
"Barcelona",6,"Standard",0,10.2
"Barcelona",6,"Standard",0,1279
"Barcelona",6,"Standard",0,250
"Barcelona",6,"Standard",0,1073
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,1345
"Barcelona",6,"Standard",0,5
"Barcelona",6,"Standard",0,1076
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,1391
"Barcelona",6,"Standard",0,1061
"Barcelona",6,"Standard",0,1125
"Barcelona",6,"Standard",0,1270
"Barcelona",6,"Standard",0,1136
"Barcelona",6,"Standard",0,1100
"Barcelona",6,"Standard",0,1
"Barcelona",6,"Standard",0,1472
"Barcelona",6,"Standard",0,1081
"Barcelona",6,"Standard",0,918
"Barcelona",6,"Standard",0,1373
"Barcelona",6,"Standard",0,1418
"Barcelona",6,"Standard",0,1355
"Barcelona",6,"Standard",0,1127
"Barcelona",6,"Standard",0,1032
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,898
"Barcelona",6,"Standard",0,1483
"Barcelona",6,"Standard",0,650
"Barcelona",6,"Standard",0,121
"Barcelona",6,"Standard",0,770
"Barcelona",6,"Standard",0,0.24
"Barcelona",6,"Standard",0,1160
"Barcelona",6,"Standard",0,950
"Barcelona",6,"Standard",0,1268
"Barcelona",6,"Standard",0,1275
"Barcelona",6,"Standard",0,300
"Barcelona",6,"Standard",0,1219
"Barcelona",6,"Standard",0,1560
"Barcelona",6,"Standard",0,1346
"Barcelona",6,"Standard",0,512
"Barcelona",6,"Standard",0,930
"Barcelona",6,"Standard",0,1146
"Barcelona",6,"Standard",0,1319
"Barcelona",6,"Standard",0,1554
"Barcelona",6,"Standard",0,2
"Barcelona",6,"Standard",0,2
"Barcelona",6,"Standard",0,1211
"Barcelona",6,"Standard",0,1328
"Barcelona",6,"Standard",0,1223
"Barcelona",6,"Standard",0,1310
"Barcelona",6,"Standard",0,971
"Barcelona",6,"Standard",0,200
"Barcelona",6,"Standard",0,833
"Barcelona",6,"Standard",0,1409
"Barcelona",6,"Standard",0,950
"Barcelona",6,"Standard",0,1216
"Barcelona",6,"Standard",0,1292
"Barcelona",6,"Standard",0,1099
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,997
"Barcelona",6,"Standard",0,1245
"Barcelona",6,"Standard",0,50
"Barcelona",6,"Standard",0,1225
"Barcelona",6,"Standard",0,1592
"Barcelona",6,"Standard",0,700
"Barcelona",6,"Standard",0,1221
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1204
"Barcelona",6,"Standard",0,1508
"Barcelona",6,"Standard",0,24
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,1474
"Barcelona",6,"Standard",0,1085
"Barcelona",6,"Standard",0,1380
"Barcelona",6,"Standard",0,1349
"Barcelona",6,"Standard",0,5879
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,1653
"Barcelona",6,"Standard",0,1131
"Barcelona",6,"Standard",0,878
"Barcelona",6,"Standard",0,1793
"Barcelona",6,"Standard",0,200
"Barcelona",6,"Standard",0,806
"Barcelona",6,"Standard",0,1618
"Barcelona",6,"Standard",0,1272
"Barcelona",6,"Standard",0,1389
"Barcelona",6,"Standard",0,600
"Barcelona",6,"Standard",0,11
"Barcelona",6,"Standard",0,1377
"Barcelona",6,"Standard",0,1652
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,1193
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1404
"Barcelona",6,"Standard",0,1598
"Barcelona",6,"Standard",0,1182
"Barcelona",6,"Standard",0,1527
"Barcelona",6,"Standard",0,300
"Barcelona",6,"Standard",0,1184
"Barcelona",6,"Standard",0,1193
"Barcelona",6,"Standard",0,1128
"Barcelona",6,"Standard",0,1085
"Barcelona",6,"Standard",0,2
"Barcelona",6,"Standard",0,1455
"Barcelona",6,"Standard",0,145
"Barcelona",6,"Standard",0,1306
"Barcelona",6,"Standard",0,1616
"Barcelona",6,"Standard",0,24
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1733
"Barcelona",6,"Standard",0,1616
"Barcelona",6,"Standard",0,24
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1256
"Barcelona",6,"Standard",0,1503
"Barcelona",6,"Standard",0,1333
"Barcelona",6,"Standard",0,685
"Barcelona",6,"Standard",0,1291
"Barcelona",6,"Standard",0,1544
"Barcelona",6,"Standard",0,500
"Barcelona",6,"Standard",0,1445
"Barcelona",6,"Standard",0,1535
"Barcelona",6,"Standard",0,1956
"Barcelona",6,"Standard",0,250
"Barcelona",6,"Standard",0,3083
"Barcelona",6,"Standard",0,1634
"Barcelona",6,"Standard",0,2638
"Barcelona",6,"Standard",0,1733
"Barcelona",6,"Standard",0,1848
"Barcelona",6,"Standard",0,650
"Barcelona",6,"Standard",0,1128
"Barcelona",6,"Standard",0,1501
"Barcelona",6,"Standard",0,1257
"Barcelona",6,"Standard",0,1942
"Barcelona",6,"Standard",0,1826
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,1350
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1463
"Barcelona",6,"Standard",0,1578
"Barcelona",6,"Standard",0,3116
"Barcelona",6,"Standard",0,1472
"Barcelona",6,"Standard",0,1844
"Barcelona",6,"Standard",0,24
"Barcelona",6,"Standard",0,1570
"Barcelona",6,"Standard",0,1620
"Barcelona",6,"Standard",0,1346
"Barcelona",6,"Standard",0,889
"Barcelona",6,"Standard",0,1246
"Barcelona",6,"Standard",0,5.2
"Barcelona",6,"Standard",0,1455
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,1887
"Barcelona",6,"Standard",0,1085
"Barcelona",6,"Standard",0,2
"Barcelona",6,"Standard",0,1424
"Barcelona",6,"Standard",0,1856
"Barcelona",6,"Standard",0,17
"Barcelona",6,"Standard",0,1205
"Barcelona",6,"Standard",0,1445
"Barcelona",6,"Standard",0,1510
"Barcelona",6,"Standard",0,1146
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,925
"Barcelona",6,"Standard",0,1454
"Barcelona",6,"Standard",0,770
"Barcelona",6,"Standard",0,1370
"Barcelona",6,"Standard",0,2183
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,848
"Barcelona",6,"Standard",0,2
"Barcelona",6,"Standard",0,1570
"Barcelona",6,"Standard",0,1263
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,1866
"Barcelona",6,"Standard",0,1749
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1816
"Barcelona",6,"Standard",0,1201
"Barcelona",6,"Standard",0,1694
"Barcelona",6,"Standard",0,1795
"Barcelona",6,"Standard",0,851
"Barcelona",6,"Standard",0,2367
"Barcelona",6,"Standard",0,2269
"Barcelona",6,"Standard",0,982
"Barcelona",6,"Standard",0,1291
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,1724
"Barcelona",6,"Standard",0,1224
"Barcelona",6,"Standard",0,1475
"Barcelona",6,"Standard",0,1259
"Barcelona",6,"Standard",0,1890
"Barcelona",6,"Standard",0,910
"Barcelona",6,"Standard",0,1592
"Barcelona",6,"Standard",0,1377
"Barcelona",6,"Standard",0,1751
"Barcelona",6,"Standard",0,710
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,1658
"Barcelona",6,"Standard",0,11
"Barcelona",6,"Standard",0,1008
"Barcelona",6,"Standard",0,1367
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,2028
"Barcelona",6,"Standard",0,1498
"Barcelona",6,"Standard",0,1370
"Barcelona",6,"Standard",0,1226
"Barcelona",6,"Standard",0,2
"Barcelona",6,"Standard",0,1140
"Barcelona",6,"Standard",0,1713
"Barcelona",6,"Standard",0,150
"Barcelona",6,"Standard",0,0.5
"Barcelona",6,"Standard",0,1512
"Barcelona",6,"Standard",0,1920
"Barcelona",6,"Standard",0,1315
"Barcelona",6,"Standard",0,1278
"Barcelona",6,"Standard",0,1315
"Barcelona",6,"Standard",0,1436
"Barcelona",6,"Standard",0,1686
"Barcelona",6,"Standard",0,1545
"Barcelona",6,"Standard",0,1433
"Barcelona",6,"Standard",0,0.2
"Barcelona",6,"Standard",0,1530
"Barcelona",6,"Standard",0,1220
"Barcelona",6,"Standard",0,1510
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,1357
"Barcelona",6,"Standard",0,1489
"Barcelona",6,"Standard",0,16
"Barcelona",6,"Standard",0,1413
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,2633
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,2459
"Barcelona",6,"Standard",0,11
"Barcelona",6,"Standard",0,1816
"Barcelona",6,"Standard",0,16
"Barcelona",6,"Standard",0,890
"Barcelona",6,"Standard",0,133
"Barcelona",6,"Standard",0,2453
"Barcelona",6,"Standard",0,1460
"Barcelona",6,"Standard",0,1664
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,2846
"Barcelona",6,"Standard",0,1579
"Barcelona",6,"Standard",0,2783
"Barcelona",6,"Standard",0,3
"Barcelona",6,"Standard",0,1474
"Barcelona",6,"Standard",0,1956
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1558
"Barcelona",6,"Standard",0,1032
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,2055
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,889
"Barcelona",6,"Standard",0,2146
"Barcelona",6,"Standard",0,0.5
"Barcelona",6,"Standard",0,1909
"Barcelona",6,"Standard",0,2927
"Barcelona",6,"Standard",0,1558
"Barcelona",6,"Standard",0,150
"Barcelona",6,"Standard",0,1712
"Barcelona",6,"Standard",0,2064
"Barcelona",6,"Standard",0,2430
"Barcelona",6,"Standard",0,200
"Barcelona",6,"Standard",0,936
"Barcelona",6,"Standard",0,18
"Barcelona",6,"Standard",0,1411
"Barcelona",6,"Standard",0,1513
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,2498
"Barcelona",6,"Standard",0,2390
"Barcelona",6,"Standard",0,1520
"Barcelona",6,"Standard",0,1666
"Barcelona",6,"Standard",0,1631
"Barcelona",6,"Standard",0,1557
"Barcelona",6,"Standard",0,1725
"Barcelona",6,"Standard",0,3
"Barcelona",6,"Standard",0,2356
"Barcelona",6,"Standard",0,1708
"Barcelona",6,"Standard",0,2425
"Barcelona",6,"Standard",0,1358
"Barcelona",6,"Standard",0,1315
"Barcelona",6,"Standard",0,1023
"Barcelona",6,"Standard",0,2
"Barcelona",6,"Standard",0,1256
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,1600
"Barcelona",6,"Standard",0,2064
"Barcelona",6,"Standard",0,1654
"Barcelona",6,"Standard",0,1371
"Barcelona",6,"Standard",0,2699
"Barcelona",6,"Standard",0,1862
"Barcelona",6,"Standard",0,1835
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,1226
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,2669
"Barcelona",6,"Standard",0,55
"Barcelona",6,"Standard",0,1633
"Barcelona",6,"Standard",0,2068
"Barcelona",6,"Standard",0,1764
"Barcelona",6,"Standard",0,1595
"Barcelona",6,"Standard",0,1120
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1558
"Barcelona",6,"Standard",0,500
"Barcelona",6,"Standard",0,3309
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1014
"Barcelona",6,"Standard",0,2028
"Barcelona",6,"Standard",0,16
"Barcelona",6,"Standard",0,1560
"Barcelona",6,"Standard",0,1832
"Barcelona",6,"Standard",0,1780
"Barcelona",6,"Standard",0,400
"Barcelona",6,"Standard",0,2340
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,1306
"Barcelona",6,"Standard",0,853
"Barcelona",6,"Standard",0,3517
"Barcelona",6,"Standard",0,3453
"Barcelona",6,"Standard",0,17
"Barcelona",6,"Standard",0,2423
"Barcelona",6,"Standard",0,2078
"Barcelona",6,"Standard",0,2645
"Barcelona",6,"Standard",0,1956
"Barcelona",6,"Standard",0,1792
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,2388
"Barcelona",6,"Standard",0,2597
"Barcelona",6,"Standard",0,1238
"Barcelona",6,"Standard",0,1564
"Barcelona",6,"Standard",0,690
"Barcelona",6,"Standard",0,740
"Barcelona",6,"Standard",0,2418
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,830
"Barcelona",6,"Standard",0,1958
"Barcelona",6,"Standard",0,2145
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,1940
"Barcelona",6,"Standard",0,500
"Barcelona",6,"Standard",0,2263
"Barcelona",6,"Standard",0,200
"Barcelona",6,"Standard",0,4979
"Barcelona",6,"Standard",0,2608
"Barcelona",6,"Standard",0,2767
"Barcelona",6,"Standard",0,2548
"Barcelona",6,"Standard",0,11
"Barcelona",6,"Standard",0,1324
"Barcelona",6,"Standard",0,19
"Barcelona",6,"Standard",0,1670
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,2318
"Barcelona",6,"Standard",0,2102
"Barcelona",6,"Standard",0,2004
"Barcelona",6,"Standard",0,700
"Barcelona",6,"Standard",0,2500
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,2080
"Barcelona",6,"Standard",0,3
"Barcelona",6,"Standard",0,2482
"Barcelona",6,"Standard",0,300
"Barcelona",6,"Standard",0,2150
"Barcelona",6,"Standard",0,10
"Barcelona",6,"Standard",0,2095
"Barcelona",6,"Standard",0,2421
"Barcelona",6,"Standard",0,24
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,2160
"Barcelona",6,"Standard",0,11
"Barcelona",6,"Standard",0,2318
"Barcelona",6,"Standard",0,3
"Barcelona",6,"Standard",0,3350
"Barcelona",6,"Standard",0,3242
"Barcelona",6,"Standard",0,3136
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,2628
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,2428
"Barcelona",6,"Standard",0,2796
"Barcelona",6,"Standard",0,3130
"Barcelona",6,"Standard",0,588
"Barcelona",6,"Standard",0,20
"Barcelona",6,"Standard",0,3117
"Barcelona",6,"Standard",0,2037
"Barcelona",6,"Standard",0,3188
"Barcelona",6,"Standard",0,1879
"Barcelona",6,"Standard",0,122
"Barcelona",6,"Standard",0,2996
"Barcelona",6,"Standard",0,2495
"Barcelona",6,"Standard",0,12
"Barcelona",6,"Standard",0,806
"Barcelona",6,"Standard",0,2798
"Barcelona",6,"Standard",0,15
"Barcelona",6,"Standard",0,3255
"Barcelona",6,"Standard",0,1752
"Barcelona",6,"Standard",0,14
"Barcelona",6,"Standard",0,2995
"Barcelona",6,"Standard",0,16
"Barcelona",6,"Standard",0,1970
"Barcelona",6,"Standard",0,2608
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,2383
"Barcelona",6,"Standard",0,0.2
"Barcelona",6,"Standard",0,3502
"Barcelona",6,"Standard",0,3239
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,3332
"Barcelona",6,"Standard",0,6465
"Barcelona",6,"Standard",0,200
"Barcelona",6,"Standard",0,350
"Barcelona",6,"Standard",0,2993
"Barcelona",6,"Standard",0,3837
"Barcelona",6,"Standard",0,13
"Barcelona",6,"Standard",0,1058
"Barcelona",6,"Standard",0,3076
"Barcelona",6,"Standard",0,2
